1,4
2,8
3,16
4,24
5,35
6,46
7,60
8,74
9,92
10,107
11,128
12,144
13,170
14,194
15,223
16,251
17,290
18,315
19,364
20,385
21,438
22,466
23,516
24,549
25,603
26,639
27,702
28,737
29,803
30,837
31,915
32,950
33,1027
34,1065
35,1152
36,1196
37,1281
38,1337
39,1422
40,1478
41,1569
42,1639
43,1722
44,1792
45,1881
46,1956
47,2044
48,2128
49,2215
50,2312
51,2402
52,2492
53,2587
54,2690
55,2787
56,2895
57,2986
58,3097
59,3205
60,3309
61,3427
62,3554
63,3681
64,3816
65,3944
66,4080
67,4212
68,4352
69,4462
70,4604
71,4724
72,4860
73,4991
74,5131
75,5247
76,5408
77,5526
78,5694
79,5809
80,5974
81,6107
82,6274
83,6402
84,6573
85,6711
86,6880
87,7031
88,7190
89,7344
90,7505
91,7677
92,7846
93,8021
94,8188
95,8371
96,8531
97,8720
98,8872
99,9071
100,9239
101,9425
102,9602
103,9796
104,9981
105,10176
106,10365
107,10558
108,10757
109,10957
110,11160
111,11355
112,11566
113,11760
114,11971
115,12173
116,12385
117,12604
118,12808
119,13022
120,13231
121,13461
122,13674
123,13910
124,14111
125,14361
126,14571
127,14809
128,15025
129,15272
130,15497
131,15724
132,15962
133,16194
134,16455
135,16677
136,16952
137,17177
138,17448
139,17678
140,17949
141,18191
142,18448
143,18687
144,18949
145,19214
146,19473
147,19740
148,20012
149,20271
150,20567
151,20807
152,21117
153,21367
154,21665
155,21915
156,22217
157,22470
158,22796
159,23052
160,23365
161,23596
162,23950
163,24179
164,24526
165,24765
166,25118
167,25370
168,25713
169,26000
170,26340
171,26613
172,26952
173,27246
174,27556
175,27859
176,28186
177,28509
178,28814
179,29143
180,29451
181,29816
182,30112
183,30458
184,30760
185,31134
186,31442
187,31797
188,32107
189,32473
190,32812
191,33161
192,33507
193,33900
194,34287
195,34697
196,35082
197,35486
198,35874
199,36282
200,36622
201,37010
202,37355
203,37734
204,38091
205,38476
206,38804
207,39232
208,39565
209,39995
210,40313
211,40736
212,41086
213,41507
214,41850
215,42271
216,42636
217,43043
218,43432
219,43812
220,44213
221,44596
222,45024
223,45413
224,45847
225,46228
226,46679
227,47038
228,47494
229,47833
230,48307
231,48679
232,49121
233,49507
234,49958
235,50364
236,50810
237,51221
238,51657
239,52080
240,52537
241,52965
242,53404
243,53848
244,54278
245,54725
246,55157
247,55601
248,56068
249,56493
250,56946
251,57378
252,57857
253,58297
254,58783
255,59195
256,59707
257,60136
258,60620
259,61056
260,61553
261,62004
262,62457
263,62930
264,63390
265,63904
266,64340
267,64879
268,65318
269,65846
270,66292
271,66816
272,67285
273,67778
274,68240
275,68738
276,69244
277,69733
278,70239
279,70744
280,71237
281,71780
282,72239
283,72806
284,73278
285,73824
286,74291
287,74841
288,75311
289,75900
290,76377
291,76937
292,77365
293,77995
294,78418
295,79035
296,79475
297,80094
298,80554
299,81155
300,81673
301,82268
302,82758
303,83345
304,83863
305,84400
306,84936
307,85501
308,86072
309,86594
310,87168
311,87697
312,88330
313,88832
314,89434
315,89943
316,90588
317,91107
318,91709
319,92238
320,92859
321,93429
322,94023
323,94597
324,95256
325,95903
326,96588
327,97230
328,97902
329,98546
330,99222
331,99792
332,100426
333,100996
334,101618
335,102201
336,102831
337,103371
338,104066
339,104614
340,105306
341,105827
342,106508
343,107075
344,107750
345,108308
346,108979
347,109571
348,110216
349,110843
350,111444
351,112092
352,112697
353,113381
354,113990
355,114683
356,115278
357,115997
358,116555
359,117278
360,117804
361,118553
362,119129
363,119827
364,120422
365,121130
366,121757
367,122454
368,123087
369,123766
370,124413
371,125127
372,125780
373,126463
374,127140
375,127806
376,128489
377,129151
378,129827
379,130542
380,131188
381,131880
382,132535
383,133263
384,133930
385,134666
386,135289
387,136063
388,136711
389,137441
390,138097
391,138844
392,139521
393,140200
394,140908
395,141596
396,142363
397,143013
398,143816
399,144469
400,145254
401,145916
402,146693
403,147389
404,148118
405,148803
406,149537
407,150284
408,151003
409,151748
410,152486
411,153213
412,154003
413,154681
414,155505
415,156199
416,156993
417,157677
418,158475
419,159162
420,160014
421,160712
422,161519
423,162144
424,163050
425,163667
426,164554
427,165195
428,166080
429,166748
430,167607
431,168356
432,169206
433,169913
434,170748
435,171490
436,172254
437,173023
438,173826
439,174645
440,175384
441,176203
442,176953
443,177854
444,178562
445,179420
446,180136
447,181052
448,181782
449,182631
450,183379
451,184255
452,185056
453,185895
454,186697
455,187622
456,188529
457,189489
458,190388
459,191328
460,192228
461,193172
462,193972
463,194852
464,195647
465,196512
466,197321
467,198196
468,198948
469,199910
470,200673
471,201627
472,202351
473,203290
474,204074
475,205003
476,205776
477,206697
478,207516
479,208399
480,209264
481,210086
482,210981
483,211808
484,212748
485,213577
486,214529
487,215338
488,216325
489,217082
490,218072
491,218785
492,219809
493,220589
494,221543
495,222347
496,223312
497,224160
498,225108
499,225963
500,226885
501,227756
502,228727
503,229605
504,230532
505,231442
506,232344
507,233263
508,234155
509,235063
510,236026
511,236893
512,237824
513,238702
514,239679
515,240573
516,241559
517,242393
518,243429
519,244296
520,245272
521,246148
522,247145
523,248048
524,248953
525,249896
526,250812
527,251832
528,252696
529,253763
530,254630
531,255672
532,256550
533,257580
534,258503
535,259468
536,260376
537,261346
538,262334
539,263283
540,264267
541,265238
542,266199
543,267236
544,268133
545,269214
546,270130
547,271172
548,272073
549,273119
550,274023
551,275138
552,276057
553,277111
554,277933
555,279115
556,279926
557,281083
558,281925
559,283076
560,283952
561,285069
562,286049
563,287154
564,288078
565,289161
566,290127
567,291118
568,292120
569,293161
570,294228
571,295184
572,296248
573,297219
574,298388
575,299302
576,300416
577,301339
578,302526
579,303467
580,304563
581,305530
582,306661
583,307693
584,308777
585,309807
586,310998
587,312165
588,313400
589,314556
590,315764
591,316920
592,318132
593,319162
594,320288
595,321308
596,322416
597,323451
598,324571
599,325535
600,326764
601,327742
602,328958
603,329885
604,331082
605,332083
606,333266
607,334254
608,335425
609,336471
610,337592
611,338695
612,339738
613,340880
614,341929
615,343125
